Osg10Sin	Osg12Sin	Osg03Sin	Osg11Sin	Osg10Pal	Osg12Pal	Osg03Pal	Osg11Pal	Osg10Mul	Osg12Mul	Osg03Mul	Osg11Mul
Osg10Sin	1	0.430397860724265	0.441674347052944	0.493186143532376	-0.0316664520771369	-0.297803802296263	-0.0525401930429598	-0.302045721361972	-0.341503050644236	-0.436159019951248	-0.44760944084412	-0.451607642958682
Osg12Sin	0.430397860724265	1	0.498916547283494	0.464633988813442	-0.230104876478824	-0.115053132783823	0.114894803958449	-0.210652782871623	-0.43343235692333	-0.496698514831155	-0.459311198582033	-0.550490299831382
Osg03Sin	0.441674347052944	0.498916547283494	1	0.528605995632041	-0.233976449436301	-0.162335224247608	0.186898209683071	-0.31213502380331	-0.456624257375997	-0.503728954276782	-0.558356582721553	-0.529322526810951
Osg11Sin	0.493186143532376	0.464633988813442	0.528605995632041	1	-0.136821721014163	-0.274787106884568	0.133409944445323	-0.313593303100926	-0.380078752327479	-0.535075242739732	-0.447519482172493	-0.524297927097366
Osg10Pal	-0.0316664520771369	-0.230104876478824	-0.233976449436301	-0.136821721014163	1	0.175412788227817	0.287719581959222	0.331083381269589	-0.272561116521582	-0.28155823209273	-0.255562237229563	-0.156288848002459
Osg12Pal	-0.297803802296263	-0.115053132783823	-0.162335224247608	-0.274787106884568	0.175412788227817	1	0.243720109576666	0.273245126726232	-0.371636958552993	-0.0702071779210646	-0.123202396894486	-0.230620670923842
Osg03Pal	-0.0525401930429598	0.114894803958449	0.186898209683071	0.133409944445323	0.287719581959222	0.243720109576666	1	0.152627098646379	-0.476822675186417	-0.536834120441611	-0.517190352291683	-0.439278070718539
Osg11Pal	-0.302045721361972	-0.210652782871623	-0.31213502380331	-0.313593303100926	0.331083381269589	0.273245126726232	0.152627098646379	1	-0.206481243949213	-0.186691640563376	-0.0805590314672023	0.104927600651222
Osg10Mul	-0.341503050644236	-0.43343235692333	-0.456624257375997	-0.380078752327479	-0.272561116521582	-0.371636958552993	-0.476822675186417	-0.206481243949213	1	0.60090235342118	0.546207182869521	0.661088641063278
Osg12Mul	-0.436159019951248	-0.496698514831155	-0.503728954276782	-0.535075242739732	-0.28155823209273	-0.0702071779210646	-0.536834120441611	-0.186691640563376	0.60090235342118	1	0.731471251526424	0.544415662704815
Osg03Mul	-0.44760944084412	-0.459311198582033	-0.558356582721553	-0.447519482172493	-0.255562237229563	-0.123202396894486	-0.517190352291683	-0.0805590314672023	0.546207182869521	0.731471251526424	1	0.537386266793254
Osg11Mul	-0.451607642958682	-0.550490299831382	-0.529322526810951	-0.524297927097366	-0.156288848002459	-0.230620670923842	-0.439278070718539	0.104927600651222	0.661088641063278	0.544415662704815	0.537386266793254	1
