Osg10Sin	Osg12Sin	Osg03Sin	Osg11Sin	Osg10Pal	Osg12Pal	Osg03Pal	Osg11Pal	Osg10Mul	Osg12Mul	Osg03Mul	Osg11Mul
TRINITY_DN8690_c0_g1_i3	0.583107353728659	0.938313823296067	0.83508220257961	0.0271548960507447	-0.498913915616843	-0.498913915616843	-0.498913915616843	-0.498913915616843	-0.356173743500761	0.383924740150408	0.0831603057794866	-0.498913915616843
TRINITY_DN31641_c0_g1_i2	0.393252313053245	-0.437814197551828	-0.437814197551828	-0.437814197551828	0.958893323832148	0.870779671032448	0.762564600432199	0.079209474512753	-0.437814197551828	-0.437814197551828	-0.437814197551828	-0.437814197551828
TRINITY_DN2473_c0_g1_i31	-0.26448835102355	-0.26448835102355	-0.26448835102355	-0.26448835102355	0.418983541831677	0.612863275425712	-0.26448835102355	0.256562385877413	0.0769281734551719	-0.0767206039775256	-0.0293740306471932	0.0631990131524968
TRINITY_DN8238_c0_g1_i4	-0.26581886559542	0.14564639878014	-0.41897565365684	-0.41897565365684	0.363432911270533	0.875571580238675	0.433822239161931	0.961199658085184	-0.41897565365684	-0.41897565365684	-0.41897565365684	-0.41897565365684
TRINITY_DN2253_c0_g1_i5	0.260248207312631	0.00919344436075664	-0.507830227703824	0.479126734820577	-0.44294737611897	-0.507830227703824	-0.507830227703824	-0.357270551128443	0.831307157215762	0.651798958117404	0.00818491929984067	0.0838491892319131
TRINITY_DN5814_c0_g1_i19	1.22260026792066	1.40225057064879	-0.584342396657102	-0.584342396657102	-0.584342396657102	-0.584342396657102	-0.584342396657102	-0.584342396657102	0.596441994421597	0.455497867874689	-0.221451753991242	0.0507154330681121
TRINITY_DN20080_c0_g1_i20	-0.381241623278381	-0.381241623278381	-0.381241623278381	-0.381241623278381	0.140814125882583	-0.154733093469701	-0.381241623278381	-0.381241623278381	0.308504815215175	0.821019360283622	0.745731232979384	0.426113298779223
TRINITY_DN2067_c0_g1_i84	-0.239076621614139	-0.239076621614139	-0.239076621614139	-0.239076621614139	-0.239076621614139	-0.239076621614139	-0.239076621614139	0.39039657517281	0.731777032726345	0.350686865370839	0.0712634989980118	0.129412379030965
TRINITY_DN2598_c0_g1_i1	-0.963713987661783	-0.580241803506319	-0.730595159732277	-1.2829529950215	0.739373485369582	0.484713638334451	-0.189339944250013	-0.80869945275168	0.877988820230495	1.06743889202162	0.731083064665357	0.654945442302071
TRINITY_DN1603_c0_g1_i11	0.137999064782952	0.197021848287941	-0.285310172459435	0.00982507654138293	0.246757379829596	0.2427609921193	0.514606030529579	0.0775804702064252	-0.285310172459435	-0.285310172459435	-0.285310172459435	-0.285310172459435
TRINITY_DN1530_c0_g2_i12	-0.483599404858321	-0.483599404858321	-0.483599404858321	-0.483599404858321	0.297130631618055	0.638742002667798	0.244974197701044	0.296290634481726	0.719288428611822	-0.483599404858321	0.188146862004901	0.0334242672062595
TRINITY_DN3748_c0_g1_i2	0.724617409130105	0.257505590006617	1.07728902744858	1.46726537703734	-0.855528075293275	1.05059287770382	0.55589817043319	-0.855528075293275	-0.855528075293275	-0.855528075293275	-0.855528075293275	-0.855528075293275
TRINITY_DN442_c0_g1_i46	-0.561032562596259	0.890508270421574	-0.561032562596259	-0.561032562596259	-0.561032562596259	-0.561032562596259	-0.561032562596259	-0.561032562596259	0.827432534686895	1.18183598842818	0.529820867854855	0.497630276782301
TRINITY_DN1327_c0_g1_i10	-0.14605916853668	0.322784774437957	-0.14605916853668	-0.14605916853668	0.149076080464138	0.10126076644314	0.265367077189785	0.183925481221741	-0.14605916853668	-0.14605916853668	-0.14605916853668	-0.14605916853668
TRINITY_DN12742_c0_g1_i3	-0.465722641736805	-0.465722641736805	-0.465722641736805	-0.465722641736805	0.596399070170993	1.28102007404093	0.869417564577409	0.978944425105103	-0.465722641736805	-0.465722641736805	-0.465722641736805	-0.465722641736805
TRINITY_DN1258_c2_g1_i11	0.775531213278079	-0.421075830816738	-0.421075830816738	0.586837250826526	-0.421075830816738	-0.421075830816738	-0.421075830816738	-0.421075830816738	1.14257043866733	-0.274420608697273	0.530511963998016	-0.234575273172244
TRINITY_DN36018_c0_g1_i1	0.722486560351106	0.236077974013418	0.589672228288012	0.204303639914475	0.0135218611761544	-0.318756421880775	-0.0425575568485331	-0.129722597490758	-0.318756421880775	-0.318756421880775	-0.318756421880775	-0.318756421880775
TRINITY_DN207_c0_g1_i10	-0.450347985243686	-0.450347985243686	-0.450347985243686	-0.450347985243686	-0.450347985243686	0.123026541202259	-0.103249314621417	-0.450347985243686	1.46115186361742	1.12834925240502	-0.124961570583912	0.217771139442746
TRINITY_DN18296_c0_g1_i31	-0.258475659229195	-0.258475659229195	-0.258475659229195	-0.258475659229195	0.239264429379898	-0.258475659229195	0.127783481904151	-0.177136031777257	0.654557340722946	0.594322233589576	-0.132824557567675	-0.0135886001056609
TRINITY_DN969_c1_g1_i4	0.401990661088396	0.818810365709249	0.79659908661909	0.320367460019223	-0.292220946679495	-0.292220946679495	-0.292220946679495	-0.292220946679495	-0.292220946679495	-0.292220946679495	-0.292220946679495	-0.292220946679495
TRINITY_DN1443_c0_g2_i5	-0.27147837652256	0.379326662821085	0.0250598871675859	0.326559362437626	-0.45417067403875	-0.45417067403875	-0.45417067403875	-0.45417067403875	1.45156530362828	0.468027174357617	-0.45417067403875	-0.108206643695879
TRINITY_DN7012_c0_g1_i1	-1.28018398712994	-1.16833124324046	-0.758903712304195	-0.215761387277666	0.0457721095575274	0.327677151207602	-1.18020020205472	0.9915357430456	0.666402122428476	0.707325068686866	0.447000586243684	1.41766775083722
TRINITY_DN4833_c0_g2_i5	-0.797766304471467	-0.797766304471467	-0.797766304471467	-0.797766304471467	-0.797766304471467	-0.797766304471467	1.35701130730935	0.356039031607568	0.94208179822786	1.2476766662897	-0.320607093284826	1.20439611667915
TRINITY_DN220_c0_g1_i13	-0.660436556309978	0.0514988006689436	-0.125378961415135	0.469176181820491	-0.660436556309978	-0.660436556309978	-0.660436556309978	-0.660436556309978	0.749361671518442	1.08544613259228	0.591736856892049	0.480342099472818
TRINITY_DN18233_c0_g1_i4	-1.34533149408973	-1.34533149408973	-1.34533149408973	-1.34533149408973	-1.34533149408973	4.77483379299632	-1.34533149408973	-1.34533149408973	-1.34533149408973	4.85198350538409	2.48116614842715	-1.34533149408973
TRINITY_DN4660_c0_g1_i4	0.0969399328585756	-0.485134288537754	-0.485134288537754	0.192035650280491	-0.485134288537754	-0.485134288537754	-0.485134288537754	-0.485134288537754	0.978488168314139	0.598249299172329	-0.0747931839236665	1.11988586452466
TRINITY_DN21586_c0_g1_i4	0.220054196925461	0.0919493711777753	0.679200048494202	-0.0638754332196831	-0.241474362547416	-0.241474362547416	-0.241474362547416	-0.241474362547416	0.0653711377668663	0.0711908110109779	-0.117146227545215	0.0191535455792821
TRINITY_DN3553_c0_g1_i5	-0.281056704613336	-0.281056704613336	-0.281056704613336	-0.281056704613336	0.562123185643838	0.31826108908489	0.14869314618688	-0.0180222987795425	-0.281056704613336	0.686111902919291	-0.281056704613336	-0.0108267973753386
TRINITY_DN206_c0_g1_i22	-0.482347171742536	-0.482347171742536	-0.482347171742536	-0.482347171742536	0.600355417587713	0.657777052166534	0.653844214544608	-0.00311661053620021	-0.482347171742536	-0.0730920250576986	0.191209252247608	0.384758557760118
TRINITY_DN3360_c0_g1_i9	0.319063734765019	0.223740986502623	0.606435588390364	0.935242491663231	-0.515242968197889	-0.515242968197889	1.25198806882599	-0.245013060959891	-0.515242968197889	-0.515242968197889	-0.515242968197889	-0.515242968197889
TRINITY_DN1021_c0_g1_i11	0.183620916863181	0.445828800164549	-0.357398236270378	0.614926805286773	-0.357398236270378	-0.357398236270378	-0.357398236270378	-0.357398236270378	0.456536834210939	0.196453731910747	-0.170897678625884	0.0605217715415868
TRINITY_DN35103_c1_g1_i1	0.752987926077512	0.271059991319159	-0.21532178875101	0.442972450082106	-1.00275425326788	-1.00275425326788	-1.00275425326788	-1.00275425326788	1.06178374471407	1.05278849469441	-0.255152022992935	0.899898217928204
TRINITY_DN11766_c0_g1_i13	-0.328304444979383	0.268153694579602	0.50923518940002	0.134271443062821	-0.328304444979383	-0.328304444979383	-0.328304444979383	-0.328304444979383	0.172497608077774	-0.146883804699242	0.0906950204518825	0.613553074024057
TRINITY_DN7829_c0_g1_i3	0.615835319543485	1.42266195603332	4.56740533498575	3.2124893158414	0.491077306821174	0.844999052160908	3.86146477212204	-1.62241922389427	-3.34837845840345	-3.34837845840345	-3.34837845840345	-3.34837845840345
TRINITY_DN5121_c0_g1_i4	0.112023559173237	0.56809877061796	0.298368954422326	0.613800628924116	-0.256465441471867	-0.256465441471867	-0.256465441471867	-0.256465441471867	0.20296617716543	-0.256465441471867	-0.256465441471867	-0.256465441471867
TRINITY_DN8189_c2_g2_i4	-0.497360859594274	-0.497360859594274	-0.497360859594274	-0.497360859594274	0.135837826779729	-0.497360859594274	0.308344325244237	0.630272420131599	0.89605534087727	0.011574802270121	-0.34161162691633	0.846331209584745
TRINITY_DN224_c0_g1_i3	-0.320828617069367	-0.320828617069367	-0.320828617069367	-0.320828617069367	-0.320828617069367	-0.320828617069367	0.515095457185008	-0.320828617069367	0.887688642736176	0.599083471607941	0.0386925533582279	0.20524019459822
TRINITY_DN4876_c0_g1_i17	0.22746550707604	-0.363256262933801	-0.363256262933801	-0.363256262933801	-0.363256262933801	-0.363256262933801	-0.363256262933801	-0.264297782845632	0.972455647386661	0.453957661324526	0.245552979741723	0.544403564919488
TRINITY_DN55012_c0_g1_i4	-0.481673921378489	-0.481673921378489	-0.481673921378489	-0.481673921378489	-0.481673921378489	-0.250241512930524	-0.481673921378489	-0.481673921378489	0.788555985859508	1.07806260305449	1.54548013012524	0.209860243540711
TRINITY_DN1148_c0_g1_i41	-0.465394086635642	-0.465394086635642	-0.465394086635642	-0.465394086635642	0.138677237033219	-0.290348600524728	-0.465394086635642	-0.417157900982794	0.876591660592974	1.13630242984532	0.235933170777299	0.646972436436922
TRINITY_DN2180_c0_g1_i5	0.602275607968338	0.390336396563587	0.353791637219111	0.844603670496184	0.548512399967905	-0.579781001041913	0.37627565137049	-0.216890358376052	-0.579781001041913	-0.579781001041913	-0.579781001041913	-0.579781001041913
TRINITY_DN1948_c0_g1_i1	-0.851826068991753	-0.851826068991753	-0.851826068991753	-0.851826068991753	0.318739987800316	1.5034721643562	-0.0403550384619168	0.107944086219714	0.737937417993225	0.607080837859113	-0.586389172942654	0.758873993143012
TRINITY_DN7074_c0_g2_i6	-0.631731588089153	-0.631731588089153	-0.631731588089153	-0.631731588089153	0.243262050843814	0.57865727635625	-0.631731588089153	0.0977124187445102	-0.175451106578428	0.857297475761284	0.586739622654109	0.970440202664226
TRINITY_DN3332_c0_g1_i12	-0.121972555038706	-0.121972555038706	-0.121972555038706	-0.121972555038706	-0.0162944771441688	-0.121972555038706	-0.121972555038706	-0.121972555038706	0.128989018494513	0.040237481275601	0.524190102119188	0.176685760525809
TRINITY_DN10340_c0_g1_i8	-0.33849129404917	-0.33849129404917	-0.33849129404917	-0.33849129404917	-0.273608442464316	0.301203939350412	-0.33849129404917	-0.33849129404917	0.378719004970426	0.6744348803951	0.130352648925467	0.819845733117931
TRINITY_DN11739_c0_g1_i8	0.593297554277931	0.195617237068822	-0.0799595519373531	0.625367901113371	-0.201638108525606	-0.201638108525606	-0.201638108525606	-0.201638108525606	-0.0471845158457331	-0.201638108525606	-0.0773099735234038	-0.201638108525606
TRINITY_DN1639_c0_g1_i2	-0.601499629951426	-0.601499629951426	0.848457853676578	0.42069060968264	-0.601499629951426	-0.601499629951426	-0.601499629951426	-0.601499629951426	0.322980362407597	-0.0174992466656531	1.00872795959327	1.02564024101412
TRINITY_DN9958_c0_g1_i4	-0.2130982407419	-0.2130982407419	-0.2130982407419	-0.2130982407419	0.620399096117935	0.431219537595677	0.776767382124387	-0.123600089902797	-0.2130982407419	-0.2130982407419	-0.2130982407419	-0.2130982407419
